Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
33,Mumbai,2023-06-13,11:36,Assault,Saket,25.331044586142134,73.34099252612786,6.0,47,1,0,30866,2024-12-09,05:18,Dwarka,Karol Bagh,79,22.39988843849138,1115.9387740341363,1.5,4.3,Cancelled,19.290205139641323,10,0.8622243183484855,78,40,Sunny,9,9.566385949142063,1,7,1,6,Evening,Male,4
34,Mumbai,2024-02-07,13:26,Theft,Juhu,29.45653362524237,77.08325692544034,7.0,24,1,1,56662,2024-08-24,12:06,Colaba,Colaba,60,5.428855720876908,307.00202712063736,1.5,2.6,Completed,29.227251831947164,0,2.6221370384909397,66,8,Cloudy,7,26.882764093689957,2,3,1,6,Evening,Female,3
35,Mumbai,2024-04-21,00:48,Harassment,Dwarka,28.450433957263566,74.95164229565614,5.0,19,0,1,31131,2023-09-22,22:28,Colaba,Juhu,108,17.392617850295217,1052.4137517895651,2.0,2.1,Completed,28.955959773350454,30,1.1933294863457193,51,38,Foggy,9,18.576026081114655,4,0,0,3,Night,Other,0
36,Delhi,2024-07-21,09:35,Theft,Andheri,21.511911755967326,76.93521611348083,2.0,29,1,1,61392,2023-11-07,11:42,Lajpat Nagar,Lajpat Nagar,118,29.63846355350697,842.2558020405413,1.5,3.2,Completed,25.75161067767241,5,9.949504690766114,77,36,Sunny,8,20.69445550117603,4,1,0,8,Afternoon,Other,4
37,Mumbai,2024-03-09,23:31,Burglary,Bandra,21.4212081302108,74.43607521712931,2.0,13,1,1,54714,2023-08-25,15:34,Saket,Lajpat Nagar,8,11.134778869975833,568.8773171065632,1.2,3.3,Completed,27.45254516257539,20,4.510813597763048,45,19,Cloudy,6,29.302052602204512,4,2,1,4,Morning,Male,4
38,Delhi,2023-04-24,07:24,Theft,Juhu,21.21290263825291,77.90811332349143,4.0,48,1,0,11093,2023-05-13,22:00,Juhu,Juhu,22,10.453060628120188,1013.4242195264715,1.5,4.0,Completed,40.80809018512532,30,1.7748664924635877,32,19,Sunny,5,55.74671768251829,4,6,1,1,Afternoon,Male,1
39,Delhi,2024-12-19,17:08,Fraud,Saket,29.147487859327533,76.62293615100778,1.0,23,0,1,89021,2023-10-19,08:06,Saket,Bandra,33,27.292460650603,328.36632749654484,1.5,4.2,Completed,13.101158381801657,0,3.902615800068033,34,21,Rainy,3,41.256388413246476,0,5,0,6,Afternoon,Female,3
40,Delhi,2024-10-13,12:38,Theft,Dwarka,28.379327684118927,77.79570123067543,7.0,12,1,1,20683,2024-12-08,00:44,Lajpat Nagar,Bandra,115,5.287649250621557,712.550415379619,1.0,3.8,Completed,39.059909935775465,0,9.80951574915498,21,46,Foggy,3,15.621067658616713,2,4,1,4,Evening,Other,3
41,Delhi,2024-04-05,03:06,Fraud,Karol Bagh,27.52371775478244,75.08595887345915,1.0,49,1,1,95692,2024-07-26,09:35,Colaba,Andheri,43,28.138770094506544,846.4922232691049,1.0,1.0,Completed,26.180966595011334,0,1.8585160786331354,52,34,Sunny,7,36.483477509275716,4,1,1,5,Afternoon,Female,4
42,Delhi,2024-02-25,12:13,Fraud,Dwarka,23.320086256466503,74.8421467937442,3.0,48,1,0,51392,2024-07-14,13:26,Juhu,Saket,59,23.825637687657704,715.1085333850574,1.2,1.0,Completed,21.675791249498193,30,3.8909640717555183,83,40,Cloudy,1,13.460602579190573,2,5,1,6,Afternoon,Other,2
43,Mumbai,2023-02-05,06:07,Fraud,Juhu,24.548187747286434,76.53272285595155,10.0,41,1,1,15334,2023-07-06,15:05,Juhu,Dadar,62,12.943531450121755,626.3769964428944,1.5,4.9,Completed,16.200109105367225,0,3.1201073374984,50,17,Cloudy,6,53.690561210693424,2,5,1,2,Morning,Other,0
44,Mumbai,2023-11-14,18:18,Burglary,Dadar,24.10764919274668,77.28174757808058,7.0,29,1,1,84046,2023-06-23,16:26,Andheri,Bandra,51,4.339333369860247,,1.0,2.1,Completed,38.51822605064888,10,8.007060281800626,84,10,Cloudy,5,28.311915785619195,4,9,1,4,Evening,Female,3
45,Mumbai,2023-07-13,05:55,Theft,Karol Bagh,21.7873791831531,77.78487477519334,6.0,6,1,0,91181,2024-01-12,08:17,Colaba,Karol Bagh,35,2.5368871551059655,1001.3464014574073,1.2,2.1,Completed,30.721478103764202,30,0.7423099159734489,98,35,Sunny,1,57.23206502651527,2,7,1,5,Morning,Other,2
46,Mumbai,2024-09-09,05:49,Theft,Dwarka,24.555308507636436,73.947311436195,7.0,51,1,1,73712,2023-01-05,04:27,Colaba,Dadar,119,12.523273500257863,977.2200237740547,1.5,3.9,Completed,35.49315023173745,5,9.493789501355483,73,24,Sunny,5,41.42995937440237,0,7,0,1,Afternoon,Other,3
47,Mumbai,2023-11-24,23:25,Burglary,Lajpat Nagar,19.3354620263803,76.79222744305584,5.0,23,1,0,33900,2024-02-24,04:49,Connaught Place,Saket,32,21.749900365351646,1343.110935124665,1.2,3.3,Completed,21.02371397977369,10,8.752618895179234,34,20,Sunny,3,50.84478576870193,2,6,0,8,Evening,Male,2
48,Delhi,2023-11-18,17:26,Harassment,Lajpat Nagar,20.44991410847205,73.26387358581322,8.0,31,1,1,41107,2024-01-05,09:19,Juhu,Bandra,31,15.65081797712926,,1.5,2.9,Completed,23.753574180212183,20,3.9614948957544147,71,24,Sunny,6,14.86080197314832,4,8,1,3,Night,Male,0
49,Mumbai,2024-11-11,11:48,Assault,Lajpat Nagar,28.75248555785841,75.27344608047267,6.0,45,1,1,66660,2024-08-27,15:03,Andheri,Lajpat Nagar,34,22.68225299869652,872.4465731693011,2.0,1.5,Cancelled,41.977530508882,0,9.06189885752515,90,6,Sunny,1,52.020917377595765,2,2,0,0,Afternoon,Other,0
50,Mumbai,2023-05-14,06:26,Theft,Connaught Place,27.268477437345656,73.0790888904552,4.0,21,0,1,52822,2024-01-07,22:16,Andheri,Saket,53,20.775983764331066,554.9884226573294,1.0,1.3,Completed,43.641379990308366,20,4.544471296700432,62,20,Cloudy,9,15.425071558541097,2,7,1,7,Afternoon,Other,0
51,Delhi,2023-08-01,19:17,Assault,Connaught Place,23.65155249964996,74.08438417050203,1.0,24,0,0,34646,2024-09-13,18:35,Dwarka,Juhu,46,18.04140130231426,1179.3692563136312,2.0,3.8,Completed,,5,3.2732625266657522,31,39,Foggy,2,58.68879732755124,4,7,0,2,Morning,Other,0
52,Mumbai,2024-09-25,10:49,Burglary,Juhu,24.68865398512265,77.58815020323875,2.0,8,1,1,64400,2023-06-27,13:30,Connaught Place,Lajpat Nagar,79,29.089974260295925,256.04364103510756,1.5,1.5,Completed,36.22991053515105,20,4.366549850636368,96,23,Rainy,8,20.394371218920632,0,4,0,1,Night,Female,1
53,Delhi,2023-09-04,11:40,Harassment,Andheri,23.06998774555975,72.87654419863851,6.0,44,0,1,75979,2023-07-08,02:07,Bandra,Andheri,82,22.39476416189716,793.7182980140599,2.0,2.7,Completed,34.30400969744781,5,8.337485277332423,24,43,Cloudy,6,42.62277190097419,4,0,0,6,Evening,Other,4
54,Mumbai,2024-11-17,03:42,Harassment,Andheri,27.148578538767396,75.79440537081118,4.0,9,1,1,58417,2023-07-13,00:07,Andheri,Dwarka,72,27.60917657708038,810.5372988342273,2.0,3.9,Completed,30.552347764920082,20,5.830737891023543,25,40,Rainy,3,35.05702347248678,1,7,0,9,Evening,Female,3
55,Delhi,2023-03-12,21:40,Harassment,Dadar,27.626058971552876,75.55772563756442,3.0,22,1,1,72038,2023-07-27,16:29,Saket,Connaught Place,104,8.780495800960797,1476.0284079179962,1.0,4.7,Cancelled,30.82774154787683,5,2.563583626063011,24,36,Foggy,2,31.32138249680956,1,1,0,9,Afternoon,Male,3
56,Mumbai,2023-09-25,20:20,Burglary,Karol Bagh,27.396137092234753,72.72443011625391,7.0,4,1,1,73505,2023-06-02,14:49,Karol Bagh,Dwarka,5,21.98190954976163,1486.959881730736,2.0,4.5,Completed,43.73310116273887,30,1.1620211701526997,81,39,Sunny,9,28.57474251818546,2,3,0,0,Morning,Male,2
57,Mumbai,2023-10-11,16:34,Fraud,Connaught Place,26.948728973178945,73.95587426261287,7.0,13,0,1,81210,2023-12-17,00:14,Colaba,Bandra,48,18.73848017562446,1208.8605005072857,1.5,4.5,Cancelled,36.28190343700668,30,6.2622917144899874,64,8,Sunny,2,26.099580932235067,3,9,0,8,Night,Other,1
58,Delhi,2024-01-04,17:25,Fraud,Connaught Place,21.249547725620754,75.3778890270916,2.0,34,1,1,11869,2023-11-21,07:10,Lajpat Nagar,Dadar,107,27.880290711487888,735.8727472890907,1.5,2.4,Completed,32.93694536337516,20,8.27493127737084,58,37,Foggy,4,21.676918455417983,1,3,1,1,Afternoon,Female,3
59,Delhi,2024-05-08,07:54,Assault,Karol Bagh,22.717669771645266,73.12307165393094,8.0,3,1,1,63800,2024-05-27,10:29,Saket,Lajpat Nagar,41,16.29268449348245,843.4773954634361,2.0,4.7,Completed,16.617436100774103,10,8.627375768216671,89,10,Cloudy,2,37.846214277708675,1,2,0,3,Morning,Female,0
60,Delhi,2023-04-19,12:31,Fraud,Dwarka,24.168299784820423,76.80374193847689,1.0,37,1,0,52971,2023-10-18,01:44,Dwarka,Colaba,37,9.829958612816245,513.6253657017153,1.0,3.7,Completed,44.19758911661949,10,8.3178067655365,25,36,Sunny,5,59.131534480066016,1,2,1,3,Afternoon,Female,3
61,Delhi,2023-02-24,14:18,Fraud,Andheri,22.638722905704213,77.8329390572085,10.0,56,1,1,37497,2023-01-28,09:42,Andheri,Saket,25,12.77549089059917,1253.2762703328303,1.0,4.5,Cancelled,28.210267940341183,30,5.377613328843815,94,7,Rainy,2,41.96909804395469,3,2,0,4,Afternoon,Other,2
62,Delhi,2024-02-25,14:10,Harassment,Dwarka,27.30434220174162,73.28855639977483,7.0,28,1,1,54311,2023-10-02,09:14,Dwarka,Dwarka,92,8.127234551935313,1132.4919810617737,2.0,1.4,Completed,43.029963041116325,0,4.088314619021618,35,25,Rainy,1,46.63196644077251,3,9,0,1,Evening,Male,3
63,Delhi,2023-03-22,05:25,Harassment,Colaba,22.6228887667495,73.12147178874345,10.0,26,1,1,92199,2023-03-02,00:29,Saket,Colaba,44,8.159243982869228,1168.5666673449784,1.0,1.2,Completed,34.97451381500281,0,9.766325032782005,86,44,Foggy,3,40.98344976563895,0,6,1,5,Morning,Male,2
64,Delhi,2024-09-06,09:00,Assault,Dwarka,20.52055295463871,74.72961043078467,1.0,50,0,0,10770,2023-11-01,07:08,Colaba,Connaught Place,65,15.171804408746507,251.0806903248978,2.0,2.7,Completed,11.40282937530994,10,9.262904558628106,51,30,Sunny,4,33.36442429277516,3,1,1,3,Evening,Other,0
65,Delhi,2024-09-28,17:53,Theft,Andheri,23.389444972531344,76.4865916628402,3.0,53,1,1,97482,2023-06-05,09:53,Dwarka,Juhu,118,26.991927388203194,628.0192583999946,2.0,4.3,Completed,28.86484249142371,20,7.644271182548845,44,11,Sunny,5,49.94121553752595,0,1,1,6,Evening,Female,2
66,Mumbai,2024-04-18,10:48,Assault,Karol Bagh,29.779058760606183,73.68960366141151,3.0,46,1,1,60105,2023-10-09,12:42,Connaught Place,Connaught Place,17,7.372341600115169,829.1599511118193,1.2,2.6,Cancelled,41.243874151185764,10,4.5856865846518,54,43,Sunny,4,22.77402045161801,4,2,1,4,Night,Male,3
67,Mumbai,2023-12-10,14:41,Assault,Andheri,21.484695542269336,72.11927945218368,10.0,57,1,0,39000,2024-03-23,13:49,Lajpat Nagar,Andheri,117,10.060360339475235,,2.0,4.5,Completed,11.812323992795053,30,9.74792585854315,65,36,Sunny,2,20.024240732377713,0,5,0,5,Night,Other,3
68,Delhi,2024-11-21,05:43,Burglary,Karol Bagh,25.73374524837552,75.24732376819736,2.0,34,0,1,11559,2023-08-25,16:36,Colaba,Connaught Place,102,25.883667585443078,584.5033882562097,1.0,1.9,Completed,40.33546426142736,20,4.052078956872717,83,41,Rainy,2,26.11119534122274,0,7,1,9,Evening,Female,2
69,Mumbai,2024-08-17,03:24,Burglary,Connaught Place,23.762703548236768,77.73960340660385,10.0,15,1,1,62598,2024-10-15,19:55,Juhu,Dwarka,42,11.49917577169443,176.77715750060526,1.5,1.2,Completed,31.468695227735058,30,7.002586321684856,73,19,Rainy,2,36.83171219488185,1,2,1,5,Afternoon,Female,1
70,Mumbai,2024-02-08,18:41,Assault,Lajpat Nagar,19.781270244142593,74.34766113244167,5.0,8,1,0,54327,2024-04-28,15:42,Juhu,Dwarka,33,28.947575255711996,1440.3197795486494,2.0,4.0,Completed,11.558454170718807,10,3.2959274245512793,46,8,Sunny,6,5.005300386590327,2,7,1,6,Evening,Other,2
71,Mumbai,2023-02-11,13:26,Assault,Connaught Place,24.366642665978652,74.5208073250986,4.0,48,1,0,16982,2023-10-21,08:38,Lajpat Nagar,Karol Bagh,57,9.529767740979153,1139.331827885235,1.2,3.5,Completed,23.07594157340349,10,8.438942703199041,32,21,Foggy,3,50.93330303231327,1,4,0,4,Night,Female,3
72,Mumbai,2023-10-18,13:12,Assault,Colaba,26.723807615131438,77.81341030268423,6.0,35,1,1,28824,2023-07-02,21:03,Connaught Place,Karol Bagh,68,14.380015807560177,950.0847754279047,1.2,2.8,Completed,11.055970798540269,30,8.671269651345213,50,42,Foggy,3,21.674522769657468,1,9,1,3,Night,Other,0
73,Delhi,2023-10-08,20:01,Fraud,Lajpat Nagar,24.645419734106007,76.16764566976038,2.0,24,0,1,19147,2023-10-23,06:40,Connaught Place,Juhu,40,4.6770782973967435,347.04182861407384,1.2,4.4,Completed,10.060070421471934,20,5.336646539906658,86,49,Rainy,6,38.04312121031157,4,7,1,9,Night,Female,2
74,Mumbai,2023-02-23,19:14,Burglary,Dadar,28.59316670121239,76.31503153705275,4.0,52,1,1,17078,2024-01-05,01:16,Juhu,Bandra,108,29.780922268360847,534.4847839073379,1.2,4.3,Completed,41.37487953289117,20,5.840661559651463,50,22,Foggy,1,7.884718210890142,0,5,0,8,Night,Other,0
75,Delhi,2023-04-03,04:39,Assault,Lajpat Nagar,22.178307183233407,75.3762120322264,7.0,52,1,1,95280,2024-06-27,07:32,Colaba,Saket,115,26.923977256517343,259.50310777437176,1.0,2.3,Completed,36.20024053069625,5,9.511316701138037,81,21,Rainy,6,28.739459438766765,0,4,1,5,Evening,Other,3
76,Mumbai,2023-06-03,19:32,Harassment,Andheri,19.948740884343614,77.84765526517945,1.0,55,0,1,95409,2024-05-22,03:51,Saket,Lajpat Nagar,9,24.89174308053149,,1.5,4.4,Completed,20.131520250231517,30,1.8501368295059588,56,46,Rainy,5,8.73409263943223,1,3,1,6,Afternoon,Male,3
77,Mumbai,2023-05-22,02:38,Harassment,Karol Bagh,29.302221728238067,76.13319890655333,3.0,37,0,0,75853,2024-05-26,14:28,Colaba,Bandra,24,6.4055891757063375,1239.748185192795,2.0,2.4,Completed,,10,4.978163381147715,41,18,Cloudy,3,5.6200638590312195,3,4,0,7,Afternoon,Male,4
78,Mumbai,2024-04-18,18:46,Fraud,Dwarka,23.16015984481041,77.37019650963101,1.0,4,1,1,47212,2024-11-19,19:38,Juhu,Juhu,97,29.14202561974158,77.60295645022686,2.0,3.5,Completed,11.905140370240328,30,5.520018972004879,64,5,Foggy,9,48.35419850964626,2,9,1,0,Afternoon,Male,3
79,Delhi,2023-12-19,13:01,Fraud,Bandra,25.340461065989967,76.19627319439932,2.0,55,0,1,93994,2023-01-11,23:32,Lajpat Nagar,Dwarka,15,28.01623599903788,199.79757106115022,1.5,1.8,Cancelled,42.10278157510043,30,8.256206627392036,34,37,Cloudy,8,27.263532643082016,1,0,0,2,Evening,Other,2
80,Mumbai,2024-04-26,10:39,Theft,Connaught Place,27.712034387432155,76.41069494904238,9.0,12,1,1,55456,2024-12-18,18:36,Saket,Saket,76,14.19880037593054,,2.0,2.1,Completed,31.894489826744646,0,7.889268902843232,81,21,Cloudy,3,49.81006434573233,2,8,1,7,Morning,Male,2
